"시스템키","가로수길명","가로수길시작경도","가로수길시작위도","가로수길종료경도","가로수길종료위도","가로수종류","가로수수량","가로수길길이","식재년도","가로수길소개","도로명","도로종류","도로구간","관리기관전화번호","관리기관명","데이터기준일자","제공기관코드","제공기관명"
"3663","내포제2진입도로","126.688764","36.672364","126.717647","36.687277","배롱나무","355","3.4","2019","삽교에서 내포신도시로 진입하는 도로에 배롱나무 식재","군도18호선","군도","삽교읍 이리~삽교읍 삽교리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3664","내포제2진입도로","126.688764","36.672364","126.717647","36.687277","칠엽수","624","3.4","2019","삽교에서 내포신도시로 진입하는 도로에 칠엽수 식재","군도18호선","군도","삽교읍 이리~삽교읍 삽교리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3665","충의사 황금사철나무길","126.651636","36.685827","126.654352","36.687858","황금사철나무","1810","0.3","2019","충의사 앞에 황금사철나무 식재","군도12호선","군도","덕산면 시량리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3666","문화광장진입도로 황금개나리길","126.800074","36.640467","126.800323","36.638509","황금개나리","3100","0.2","2021","예당호 문화광장 진입로에 황금개나리 식재","군도6호선","군도","응봉면 후사리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3667","대술 칠자화 가로수길","126.893213","36.656911","126.89323","36.664427","칠자화","103","0.8","2022","대술면행정복지센터에서 농리가는 도로에 칠자화 식재","지방도616호선","지방도","대술면 화천리~대술면 궐곡리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3668","대흥 은행나무길","126.838524","36.638577","126.837235","36.637215","은행나무","317","2.3","1992","신양천 주변(예산휴게소 방면) 군도에 은행나무를 식재","군도1호선","군도","대흥면 대률리~대흥면 탄방리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3669","삽교역 소나무길","126.750143","36.687226","126.750583","36.68938","소나무","132","1","2012","삽교역 주변의 도로에 소나무 가로수길 조성","삽교역로","기타도로","삽교읍 두리~삽교읍 신가리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3670","관작리 벚꽃길","126.834735","36.708411","126.839498","36.708003","왕벚나무","74","0.4","2013","관작로사거리~벚꽃로 구간인 관작로에 왕벚나무를 식재, 조성","관작로","기타도로","예산읍 관작리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3671","신가리 이팝나무길","126.741639","36.685919","126.740833","36.679141","이팝나무","85","0.8","2013","삽교 신가리 구간에 이팝나무를 식재","신가꽃산길","리도","삽교읍 신가리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3672","출렁다리 진입로","126.808949","36.642647","126.799804","36.637748","이팝나무","37","0.7","2018","예당호 물넘이댐~출렁다리 진입구간까지 이팝나무 조성","군도3호선","군도","응봉면 후사리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3673","군도17호 이팝나무길","126.651255","36.696921","126.649513","36.687292","이팝나무","159","1.1","2019","내포보부상박물관 뒷편에 가로수길 조성","군도17호선","군도","덕산면 시량리~덕산면 사동리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3674","국도32호선 예산신암길","126.799","36.765948","126.811828","36.761744","이팝나무","867","6.2","2022","당진으로 가는 신암~예산","국도32호선","일반국도","신암면 신택리~예산읍 궁평리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3675","손지리 벚꽃길","126.826783","36.678585","126.813063","36.643375","왕벚나무","353","3.9","1998","무한천을 지나는 예산읍-대흥면 도로에 왕벚나무를 식재","군도3호선","군도","예산읍 주교리~대흥면 손지리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3676","벚꽃로 가로수길","126.859703","36.738098","126.836212","36.692741","왕벚나무","1253","5.8","1995","예산읍의 대표적인 가로수길로, 예산읍 시가지에 왕벚나무를 식재","벚꽃로","군도","예산읍 관양리~예산읍 주교리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3677","온천단지 가로수길","126.656379","36.689567","126.657888","36.691054","느티나무","80","0.5","1996","덕산온천단지~충의사 지나가는 구간","덕산온천로","군도","덕산면 신평리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3678","신양 은행나무길","126.873896","36.610196","126.871109","36.606043","은행나무","217","1.2","1991","신양면사무소을 지나는 도로에 은행나무를 식재","지방도645호선","지방도","신양면 신양리~신양면 대덕리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3679","봉산 이팝나무길","126.68086","36.750625","126.667193","36.748684","이팝나무","233","1.4","2012","봉산면 시가지를 지나는 길에 이팝나무를 식재","지방도618호선","지방도","봉산면 고도리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3680","출렁다리 이팝나무길","126.788458","36.632311","126.793406","36.632828","이팝나무","120","0.9","2004","평촌삼거리~예당호휴게소 사이 구간에 이팝나무를 식재","군도6호선","군도","응봉면 평촌리~응봉면 등촌리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3681","신례원 시가지","126.845458","36.727479","126.843403","36.727976","이팝나무","64","0.9","2005","예산군 신례원역 주변~창소사거리 구간에 이팝나무를 식재","창말로","기타도로","예산읍 신례원리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3682","봉산 벚꽃길","126.678718","36.720509","126.678808","36.719266","왕벚나무","259","3.2","2006","봉산면 시가지를 지나는 길에 왕벚나무를 식재","군도11호선","군도","봉산면 효교리~봉산면 고도리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3683","금오대로 도로변","126.849824","36.685887","126.862707","36.678691","왕벚나무","136","1.6","2006","예산터널~윤봉길 체육관 구간에 왕벚나무를 식재, 해마다 열리는 윤봉길마라톤의 입구구간이기 때문에 마라톤길이라고 불린다.","금오대로","기타도로","예산읍 향천리(예산터널~종합운동장)","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3684","송석저수지 도로변","126.943207","36.687366","126.951616","36.700394","이팝나무","412","2.3","2009","낚시터로 유명한 송석저수지를 지나는 도로에 조성된 이팝나무길","지방도616호선","지방도","대술면 송석리(송석지주변)","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3685","고덕 이팝나무길","126.737579","36.739383","126.739228","36.73906","이팝나무","454","3","2010","고덕면 구만리~대천리 구간에 식재된 이팝나무길","지방도618호선","지방도","고덕면 구만리~고덕면 대천리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3686","대술 이팝나무길","126.884243","36.652588","126.891012","36.654233","이팝나무","110","0.6","2010","대술면 시가지를 지나는 도로에 이팝나무를 식재","지방도616호선","지방도","대술면 산정리~대술면 화전리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3687","국도 45호 예산오가","126.830977","36.704101","126.797741","36.696605","소나무","570","3.7","2011","예산읍과 오가면을 지나는 국도 45호선에 조성된 소나무길","국도45호선","일반국도","예산읍 석양리~오가면 원천리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3688","국도 45호 오가삽교","126.795808","36.695615","126.674687","36.688133","중국단풍","1111","14.7","2011","오가면에서 삽교읍까지 이어진 단풍나무길","국도45호선","일반국도","오가면 원천리~삽교읍 송산리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3689","도청대로 가로수길","126.764035","36.666524","126.765095","36.666482","스트로브잣나무","210","1.7","2011","응봉면에서 홍성군으로 이어지는 가로 중앙에 조성된 가로수길","지방도602호선","지방도","응봉면 송석리~응봉면 계정리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3690","도청대로 가로수길","126.764035","36.666524","126.765095","36.666482","(둥근)주목","348","1.7","2011","응봉면에서 홍성군으로 이어지는 가로 중앙에 조성된 가로수길","지방도602호선","지방도","응봉면 송석리~응봉면 계정리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3691","도청대로 가로수길","126.764035","36.666524","126.765095","36.666482","느티나무","429","1.7","2011","응봉면에서 홍성군으로 이어지는 가로 중앙에 조성된 가로수길","지방도602호선","지방도","응봉면 송석리~응봉면 계정리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3692","국도32호선 예산신양길","126.866844","36.675667","126.887031","36.593988","왕벚나무","948","13.3","2014","윤봉길 체육관에서 신양면 대덕리까지 이어지는 국도32호선에 조성된 왕벚나무 길","국도32호선","일반국도","예산읍 향천리~신양면 대덕리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3693","종합운동장 메타세콰이어길","126.862339","36.678415","126.861766","36.677255","메타세콰이아","33","0.1","2014","윤봉길체육관 입구에 일렬로 메타세콰이어를 식재한 구간","종합운동장 진입로","기타도로","예산읍 향천리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3694","덕산 산딸나무길","126.642642","36.675384","126.646845","36.680648","산딸나무","100","0.7","2015","수덕사~충의사를 지나가는 구간에 산딸나무를 식재","국도40호선","일반국도","덕산면 둔리~덕산면 시량리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3695","온천단지 이팝나무길","126.65673","36.689151","126.660373","36.686512","이팝나무","76","0.4","2015","덕산온천~충의사 사이에 이팝나무를 식재","덕산온천로","리도","덕산면 사동리~덕산면 시량리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3696","덕숭산지구 산딸나무길","126.611164","36.646314","126.608634","36.644132","산딸나무","60","0.3","2016","수덕사~한국고건축박물관을 지나는 도로에 산딸나무를 식재","국도40호선","일반국도","덕산면 사천리~덕산면 외라리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3697","국도45호 삽교덕산","126.673985","36.688072","126.607384","36.668473","중국단풍","537","9.1","2017","삽교읍에서 덕산면까지 이어지는 단풍나무길","국도45호선","일반국도","삽교읍 송산리~덕산면 광천리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3698","신양 벚꽃길","126.888782","36.593595","126.910283","36.591545","왕벚나무","169","1.2","2018","신양면 대덕리~차동리까지 왕벚나무 식재","국도32호선","일반국도","신양면 대덕리~신양면 차동리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3699","군청 메타세콰이어길","126.843481","36.679455","126.843623","36.681478","메타세콰이아","12","0.1","2018","신청사 도로변에 메타세콰이어 식재","군청로","기타도로","예산읍 향천리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3700","봉산로길","126.681309","36.747004","126.680802","36.743515","스트로브잣나무,홍가시나무","159","0.7","2018","봉산면 공장주변 도로변에 미세먼지 저감 등의 목적으로 가로수길 조성","군도11호선","군도","봉산면 구암리~봉산면 대지리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3701","봉산로길","126.681309","36.747004","126.680802","36.743515","홍가시나무","200","0.7","2018","봉산면 공장주변 도로변에 미세먼지 저감 등의 목적으로 가로수길 조성","군도11호선","군도","봉산면 구암리~봉산면 대지리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3702","예산여중 주변길","126.829155","36.698728","126.837276","36.697771","소나무","122","0.7","2011","예산여자중학교 주변 구간에 소나무를 식재","발연로","기타도로","예산읍 발연리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3703","덕산교차로 진입구간","126.672743","36.704112","126.668438","36.664142","은행나무","574","3.4","2012","덕산에서 충남도청 방면 도로에 조성된 은행나무 가로수길","지방도609호선","지방도","덕산면 읍내리~삽교읍 신리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3704","봉산 사과나무길","126.657151","36.745035","126.647966","36.741314","사과나무","508","1.1","2012","봉산터널~봉산저수지로 이어지는 구간에 예산군의 상징인 사과나무를 식재","지방도618호선","지방도","봉산면 봉림리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3705","상가리 벚꽃길","126.655","36.708223","126.65711","36.707601","왕벚나무","580","3.4","1998","가야산 입구로 향하는 덕산면 옥계리~상가리에 조성된 벚꽃길","군도10호선","군도","덕산면 옥계리~덕산면 상가리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3706","추사고택 진입로","126.803351","36.742895","126.799245","36.748925","단풍나무","320","0.8","1999","예산군의 대표적인 관광지인 추사고택을 지나는 도로에 단풍나무를 식재","군도7호선","군도","신암면 용궁리(추사고택주변)","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3707","나박소 벚꽃길","126.607484","36.665855","126.608283","36.644313","왕벚나무","375","2.4","2000","과거 나박소로 불렸던 외라리 주변의 도로에 왕벚나무를 식재","군도13호선","군도","덕산면 광천리~덕산면 낙상리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3708","광시 이팝나무길","126.794709","36.586744","126.821948","36.602565","이팝나무","203","3.8","2003","광시면 동산리~월송리 방면에 조성된 이팝나무길","지방도616호선","지방도","광시면 동산리~광시면 월송리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3709","신암 은행나무길","126.801361","36.717014","126.804721","36.716443","은행나무","193","1.6","2003","오가면과 신암면을 지나는 지방도618호선에 조성된 은행나무길","지방도618호선","지방도","오가면 오촌리~신암면 탄중리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3710","쌍송배기 단풍나무길","126.852549","36.680695","126.860772","36.679528","단풍나무","112","0.8","2003","윤봉길 체육관 주변 도로에 단풍나무를 식재","예산로","기타도로","예산읍 향천리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3711","온천단지 이팝나무길","126.670188","36.704195","126.672123","36.704358","이팝나무","208","1.8","2003","덕산 중심시가지~덕산온천 사이에 이팝나무를 식재","덕산온천로","군도","덕산면 읍내리~덕산면 사동리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3712","산업대 은행나무길","126.851468","36.674923","126.862646","36.678436","은행나무","279","1","2003","공주대 예산캠퍼스 주변 도로에 은행나무를 식재","대학로","기타도로","예산읍 대회리~예산읍 향천리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3713","예산초 단풍나무길","126.849058","36.683966","126.836283","36.686513","단풍나무","99","1.5","2003","예산초등학교 주변 구간에 단풍나무를 식재","아리랑로","기타도로","예산읍 예산리~예산읍 주교리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3714","느린호수길 이팝나무길","126.794324","36.584454","126.794394","36.582697","이팝나무","438","6.1","2004","예산군의 대표적인 관광지인 예당저수지를 지나는 도로에 이팝나무를 식재","지방도619호선","지방도","광시면 동산리~응봉면 평촌리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3715","예당호 대흥광시구간","126.825163","36.619368","126.828494","36.619751","이팝나무","195","0.2","2004","대흥면 탄방리 일대 도로에 이팝나무를 식재","군도3호선","군도","대흥면 하탄방리~대흥면 탄방리","041-339-7632","충청남도 예산군청","2022-05-24","4610000",""
"3716","하대삼거리~신원사","127.158357","36.362255","127.180981","36.333221","벚나무+단풍나무","392","4","","벚나무, 단풍나무로 꾸민 가로수길","보목고개로","지방도","하대삼거리~신원사","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3717","갑사삼거리~계룡초교","127.171363","36.373315","127.142031","36.357681","단풍+은행+버짐+삼각단풍","938","4.3","","단풍,은행,버짐,삼각단풍로 꾸민 가로수길","갑사로","지방도","갑사삼거리~계룡초교","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3718","옥룡동사무소~마암청벽","127.138116","36.458372","127.210021","36.434431","은행+벚+전+배롱","1179","7","","은행,벚,전,배롱로 꾸민 가로수길","창벽로","시도","옥룡동사무소~마암청벽","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3719","동학사삼거리~계룡시 경계","127.251139","36.360962","127.248551","36.337331","버즘나무+이팝","328","3","","버즘나무, 이팝로 꾸민 가로수길","계룡대로","시도","동학사삼거리~계룡시 경계","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3720","마곡사로(호계초등학교~마곡사)","127.024114","36.505175","127.021121","36.557221","벚나무+느티나무+무궁화","288","6.8","","벚나무,느티나무,무궁화로 꾸민 가로수길","마곡사로","시도","마곡사로(호계초등학교~마곡사)","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3721","소학동 혈저천 주변","127.150223","36.452394","127.152021","36.447261","메타세콰이어","202","0.9","","메타세콰이어로 꾸민 가로수길","","일반국도","소학동 혈저천 주변","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3722","방흥교차로~묵방교차로","127.032146","36.450714","127.047561","36.461841","이팝나무","228","1","","이팝나무로 꾸민 가로수길","공수원로","일반국도","방흥교차로~묵방교차로","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3723","월송지구","127.149159","36.472755","127.155121","36.479051","이팝나무+느티나무","656","2.1","","이팝나무,느티나무로 꾸민 가로수길","무령로","시도","월송지구","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3724","연문광장~박물관앞","127.121313","36.464243","127.109811","36.466621","소나무","323","2","","소나무로 꾸민 가로수길","왕릉로","일반국도","연문광장~박물관앞","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3725","경일아파트~벧엘영생원","127.101724","36.455165","127.101771","36.451211","단풍","113","0.7","","단풍로 꾸민 가로수길","왕릉로","일반국도","경일아파트~벧엘영생원","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3726","세무서~경일아파트","127.121136","36.456542","127.107241","36.455161","은행+벚","307","1.7","","은행, 벚로 꾸민 가로수길","왕릉로","일반국도","세무서~경일아파트","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3727","공주대교~세무서","127.138205","36.458963","127.121361","36.456541","은행+모과","217","2","","은행, 모과로 꾸민 가로수길","무령로","시도","공주대교~세무서","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3728","금학동 도시계획도로(수원지)","127.119167","36.437392","127.123371","36.432421","벚나무+주목","150","0.8","","벚나무,선주목로 꾸민 가로수길","수원지공원길","시도","금학동 도시계획도로(수원지)","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3729","마티고개","127.218368","36.423475","127.242911","36.401661","벚나무+편백","377","5.1","","벚나무, 편백로 꾸민 가로수길","마티고개로","시도","마티고개","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3730","강북교차로~대전시경계","127.140122","36.463475","127.271851","36.361671","벚나무","1517","18.2","","벚나무로 꾸민 가로수길","금벽로","일반국도","강북교차로~대전시경계","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3731","신관우체국~신흥목욕탕","127.132729","36.472291","127.135511","36.471031","은행+목백합","53","0.8","","은행, 목백합로 꾸민 가로수길","관골1길","시도","신관우체국~신흥목욕탕","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3732","전막~강북교차로","127.127167","36.470443","127.140221","36.463471","은행나무","274","1.3","","은행나무로 꾸민 가로수길","금벽로","일반국도","전막~강북교차로","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3733","보건소앞~청룡리","127.131008","36.475014","127.147891","36.498561","벚나무+이팝나무+은행나무","383","3.8","","벚나무,이팝나무,은행나무로 꾸민 가로수길","의당로","지방도","보건소앞~청룡리","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3734","정안면~유구읍 지방도","127.121272","36.611944","126.956631","36.550681","벚나무+은행나무+느티나무","1268","29.2","","벚나무, 은행나무, 느티나무로 꾸민 가로수길","정안마곡사로","지방도","정안면~유구읍 지방도","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3735","석남리~문금리 국도","126.947014","36.557435","126.982451","36.651911","은행나무","483","9.7","","은행나무로 꾸민 가로수길","금계산로","일반국도","석남리~문금리 국도","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3736","유구읍 석남리","126.943937","36.545085","127.952531","36.555711","이팝나무+은행나무","293","3.5","","이팝나무, 은행나무로 꾸민 가로수길","중앙2길","시도","유구읍 석남리","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3737","호계리~마곡사","127.023337","36.503453","127.026081","36.556011","벚나무+느티나무","380","7.2","","벚나무, 느티나무로 꾸민 가로수길","마곡사로","지방도","호계리~마곡사","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3738","동대리~사곡면 호계리","127.051158","36.469965","127.024661","36.503271","은행나무","167","5.9","","은행나무로 꾸민 가로수길","차동로","일반국도","동대리~사곡면 호계리","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3739","신원사~화헌리","127.180938","36.333223","127.133541","36.327011","벚나무+단풍나무+산수유","717","7.2","","벚나무, 단풍나무, 산수유로 꾸민 가로수길","신원사로","시도","신원사~화헌리","041-840-8559","공주시(산림공원과)","2022-11-16","4500000",""
"3740","검한길","127.489122","36.215951","127.487761","36.218492","이팝나무","61","0.2","2021","검한길","검한길","군도","하늘물빛정원가는길","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3741","용천로(1)","127.492706","36.126103","127.410676","36.175007","소나무+벚나무","1013","10.8","2005","용천로(1)","용천로(1)","군도","위성교 앞~목소리교회 앞 3거리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3742","용천로(2)","127.438315","36.166949","127.440653","36.169981","이팝나무","68","0.4","2021","용천로(2)","용천로(2)","군도","위생매립장가는길","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3743","휴양림로","127.392247","36.144477","127.455653","36.029587","이팝나무+산딸나무+자귀나무+벚나무+은행나무","1872","22.34","2003","휴양림로","휴양림로","지방도","부암3거리~휴양림 입구","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3744","화엄로","127.453405","36.129914","127.409984","36.147894","벚나무","464","6.5","1997","화엄로","화엄로","군도+면도","금성 화림리~진산 엄정리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3745","금산천길","127.512602","36.100039","127.499659","36.101732","벚나무","286","3.3","1997","금산천길","금산천길","군도","호텔앞~환경사업소 다리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3746","금산천1길","127.481422","36.102226","127.514615","36.09841","벚나무","130","3.31","1997","금산천길","금산천1길","군도","산업고 다리~중앙초 후문 다리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3747","비호로","127.482807","36.10792","127.499267","36.104398","플라타너스+목백합+은행나무","129","1.56","2003","비호로","비호로","군도","서울한우촌~동초등학교 뒤","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3748","삼풍로","127.480598","36.099922","127.504199","36.09287","은행나무","144","2.7","2005","삼풍로","삼풍로","군도","남산주유소~소방서 앞","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3749","인삼로","127.482409","36.104288","127.528708","36.105181","은행나무+이팝나무+목백합+칠엽수","651","5","2002","인삼로","인삼로","군도","용머리 광장~금산IC입구","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3750","사직로","127.480698","36.100129","127.482316","36.111956","은행나무+벚나무","213","1.77","2012","사직로","사직로","군도","소방서 앞~주공 입구","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3751","비단로","127.487013","36.099123","127.487584","36.099149","은행나무+느티나무+이팝나무+벚나무","534","4.76","2012","비단로","비단로","군도","제일장로 사거리(외곽도로)~소방서~주공2차~한울빌라~새금산병원~금산시네마","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3752","사직중앙로","127.477713","36.108829","127.482632","36.108056","은행나무","92","0.459","2012","사직중앙로","사직중앙로","군도","편의점~훈련장 입구","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3753","인삼약초로","127.499491","36.101014","127.496612","36.100432","대왕참나무","13","0.4","2020","인삼약초로","인삼약초로","군도","백양약초~원조삼계탕","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3754","남사직로","127.480407","36.108346","127.478152","36.106126","은행나무","18","0.541","2012","남사직로","남사직로","군도","아인택지지구","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3755","북사직로","127.480988","36.111396","127.480377","36.108547","은행나무","91","0.349","2012","북사직로","북사직로","군도","아인택지지구","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3756","남사직4길","127.477862","36.107042","127.482296","36.106468","은행나무","30","0.4","2012","남사직4길","남사직4길","군도","아인택지지구","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3757","대홍로","127.508668","36.022091","127.532361","35.992324","홍도화나무","1396","4.3","2000","대홍로","대홍로","지방도","신정삼거리~부남경계","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3758","덕천로","127.509842","36.048973","127.511775","36.020964","이팝나무+자귀나무+홍도화나무","96","3.39","2019","덕천로","덕천로","군도","홍도리 입구~갈운이길 삼거리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3759","돌고개로","127.460026","36.140175","127.462165","36.148266","벚나무","122","1.05","1997","돌고개로","돌고개로","군도","대암리~마수리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3760","대둔산로(1)","127.377","36.269081","127.345267","36.126358","중국단풍+홍단풍+소나무","673","16","1999","대둔산로","대둔산로(1)","지방도","지량리4차선~진산자연휴양림","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3761","대둔산로(2)","127.363011","36.140581","127.365232","36.140468","이팝나무","41","0.5","2021","대둔산로(2)","대둔산로(2)","지방도","진산애행복누리센터앞","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3762","도곡로","127.453393","36.130076","127.45493","36.099963","이팝나무","66","0.4","2018","도곡로","도곡로","군도","금산읍 아인리~금성면 상가리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3763","무금로","127.500019","36.102363","127.502939","36.098285","이팝나무+중국단풍+소나무+벚나무+복자기","488","14","2003","무금로","무금로","일반국도","중도5거리~엑스포3거리,불이리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3764","보석사로","127.491784","36.052475","127.436785","36.009148","벚나무","638","8.6","1997","보석사로","보석사로","군도","보석사3거리~성산3거리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3765","봉황로","127.505693","36.082096","127.49859","36.038603","베롱나무+박태기나무","182","5.5","2005","봉황로","봉황로","군도","남일면사무소~효사랑병원(황풍삼거리)","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3766","배내미로","127.39735","36.159685","127.408801","36.148749","벚나무","80","2.1","1997","배내미로","배내미로","지방도","곡남3거리~부암3거리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3767","산꽃로","127.526271","36.168827","127.567082","36.223066","벚나무+은행나무","1877","8.9","1996","산꽃로","산꽃로","군도","군북면사무소~상곡","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3768","서대산로","127.471339","36.18796","127.504713","36.232777","은행나무+벚나무+소나무","314","7.08","1996","서대산로","서대산로","군도","추부~신평3거리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3769","수목로","127.426672","36.188474","127.426222","36.194234","복숭아나무","77","0.57","2021","수목로","수목로","군도","아랫도장골~만인원두막캠핑","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3770","신동길","127.510133","36.00675","127.489523","36.010265","느티나무+편백나무","211","3.42","1995","신동길","신동길","군도","신동교~심천방면","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3771","신안사로","127.542516","36.12252","127.581461","36.170294","이팝나무","1223","9.4","2002","신안사로","신안사로","군도","제원 구억리~제원 신안리","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
"3772","십이폭포로","127.501399","36.030558","127.457308","36.020813","벚나무","754","4.8","2017","십이폭포로","십이폭포로","지방도","흑암3거리~용수목삼거리(남일면 신천리)","041-750-3413","충청남도 금산군청","2022-11-29","4550000",""
